"Number","Name","AssetId","TechnologyId","Category","TypeA","TypeB","Rank","Rarity","Price","Weight","StackSize","Description","ImageUrl","LocalIcon","PaldeckUrl","CommandGive","CommandGiveMe"
,"en Text +22","Debug_Handgun_Burn","Debug_Handgun_Burn","Other","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponHandgun","999","0","1","1","1","en Text",,,"https://paldeck.cc/items/Debug_Handgun_Burn","!give Debug_Handgun_Burn:9999","!giveme Debug_Handgun_Burn:9999"
,"en Text +23","Debug_Handgun_Darkness","Debug_Handgun_Darkness","Other","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponHandgun","999","0","1","1","1","en Text",,,"https://paldeck.cc/items/Debug_Handgun_Darkness","!give Debug_Handgun_Darkness:9999","!giveme Debug_Handgun_Darkness:9999"
,"en Text +24","Debug_Handgun_DefenseUp","Debug_Handgun_DefenseUp","Other","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponHandgun","999","0","1","1","1","en Text",,,"https://paldeck.cc/items/Debug_Handgun_DefenseUp","!give Debug_Handgun_DefenseUp:9999","!giveme Debug_Handgun_DefenseUp:9999"
,"en Text +25","Debug_Handgun_Electrical","Debug_Handgun_Electrical","Other","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponHandgun","999","0","1","1","1","en Text",,,"https://paldeck.cc/items/Debug_Handgun_Electrical","!give Debug_Handgun_Electrical:9999","!giveme Debug_Handgun_Electrical:9999"
,"en Text +26","Debug_Handgun_Freeze","Debug_Handgun_Freeze","Other","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponHandgun","999","0","1","1","1","en Text",,,"https://paldeck.cc/items/Debug_Handgun_Freeze","!give Debug_Handgun_Freeze:9999","!giveme Debug_Handgun_Freeze:9999"
,"en Text +27","Debug_Handgun_IvyCling","Debug_Handgun_IvyCling","Other","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponHandgun","999","0","1","1","1","en Text",,,"https://paldeck.cc/items/Debug_Handgun_IvyCling","!give Debug_Handgun_IvyCling:9999","!giveme Debug_Handgun_IvyCling:9999"
,"en Text +28","Debug_Handgun_Muddy","Debug_Handgun_Muddy","Other","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponHandgun","999","0","1","1","1","en Text",,,"https://paldeck.cc/items/Debug_Handgun_Muddy","!give Debug_Handgun_Muddy:9999","!giveme Debug_Handgun_Muddy:9999"
,"en Text +29","Debug_Handgun_Poison","Debug_Handgun_Poison","Other","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponHandgun","999","0","1","1","1","en Text",,,"https://paldeck.cc/items/Debug_Handgun_Poison","!give Debug_Handgun_Poison:9999","!giveme Debug_Handgun_Poison:9999"
,"en Text +30","Debug_Handgun_Stun","Debug_Handgun_Stun","Other","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponHandgun","999","0","1","1","1","en Text",,,"https://paldeck.cc/items/Debug_Handgun_Stun","!give Debug_Handgun_Stun:9999","!giveme Debug_Handgun_Stun:9999"
,"en Text +31","Debug_Handgun_Wetness","Debug_Handgun_Wetness","Other","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponHandgun","999","0","1","1","1","en Text",,,"https://paldeck.cc/items/Debug_Handgun_Wetness","!give Debug_Handgun_Wetness:9999","!giveme Debug_Handgun_Wetness:9999"
,"Decal Gun 1","DecalGun_1","DecalGun_1","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponHandgun","2","0","26460","8","1","Strange gun that paints a picture of Cattiva where it is fired. Have some fun and paint the walls or ceilings!",,,"https://paldeck.cc/items/DecalGun_1","!give DecalGun_1:9999","!giveme DecalGun_1:9999"
,"Decal Gun 2","DecalGun_2","DecalGun_2","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponHandgun","2","0","26460","8","1","Strange gun that paints a picture of Lamball where it is fired. Have some fun and paint the walls or ceilings!",,,"https://paldeck.cc/items/DecalGun_2","!give DecalGun_2:9999","!giveme DecalGun_2:9999"
,"Decal Gun 3","DecalGun_3","DecalGun_3","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponHandgun","2","0","26460","8","1","Strange gun that paints a picture of Melpaca where it is fired. Have some fun and paint the walls or ceilings!",,,"https://paldeck.cc/items/DecalGun_3","!give DecalGun_3:9999","!giveme DecalGun_3:9999"
,"Decal Gun 4","DecalGun_4","DecalGun_4","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponHandgun","2","0","26460","8","1","Strange gun that paints a picture of Anubis where it is fired. Have some fun and paint the walls or ceilings!",,,"https://paldeck.cc/items/DecalGun_4","!give DecalGun_4:9999","!giveme DecalGun_4:9999"
,"Decal Gun 5","DecalGun_5","DecalGun_5","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponHandgun","2","0","26460","8","1","Strange gun that paints a picture of Relaxaurus where it is fired. Have some fun and paint the walls or ceilings!",,,"https://paldeck.cc/items/DecalGun_5","!give DecalGun_5:9999","!giveme DecalGun_5:9999"
,"Eikthyrdeer Loco Moco","DeerLocoMoco","DeerLocoMoco","Food","EPalItemTypeA::Food","EPalItemTypeB::FoodDishMeat","3","2","820","0.5","9999","Thick hamburger steak accented with a creamy fried egg. This sublime combination brings pure joy to the mouths of those who eat it. Eating it will increase Attack by +20% for a period of time.",,,"https://paldeck.cc/items/DeerLocoMoco","!give DeerLocoMoco:9999","!giveme DeerLocoMoco:9999"
,"Eikthyrdeer Stew","DeerStew","DeerStew","Food","EPalItemTypeA::Food","EPalItemTypeB::FoodDishMeat","3","2","1270","0.5","9999","A tender, melt-in-your-mouth venison stew crafted with love. The intertwining flavors of vegetables and meat create a harmonious blend that brings out a comforting richness. Eating it will increase Defense by +20% for a period of time.",,,"https://paldeck.cc/items/DeerStew","!give DeerStew:9999","!giveme DeerStew:9999"
,"Diamond","Diamond","Diamond","Materials","EPalItemTypeA::Material","EPalItemTypeB::MaterialJewelry","9","3","50000","5","9999","A rare gemstone that glows brilliantly. Can be sold to a merchant for a high price.",,,"https://paldeck.cc/items/Diamond","!give Diamond:9999","!giveme Diamond:9999"
,"Dog Coin","DogCoin","DogCoin","Materials","EPalItemTypeA::Material","EPalItemTypeB::MaterialJewelry","4","3","10","0","9999","A mysterious coin. Apparently there are people who collect these. A Mimog will usually have them, but for some reason, they cannot be obtained by butchering it.",,,"https://paldeck.cc/items/DogCoin","!give DogCoin:9999","!giveme DogCoin:9999"
,"Double-Barreled Shotgun","DoubleBarrelShotgun","DoubleBarrelShotgun","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponShotgun","3","0","37990","24","1","Wreaks havoc at close range. Can fire twice before reloading. Despite the limited load capacity, it still packs a punch.",,,"https://paldeck.cc/items/DoubleBarrelShotgun","!give DoubleBarrelShotgun:9999","!giveme DoubleBarrelShotgun:9999"
,"Double-Barreled Shotgun +1","DoubleBarrelShotgun_2","DoubleBarrelShotgun_2","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponShotgun","3","1","47260","24","1","Wreaks havoc at close range. Can fire twice before reloading. Despite the limited load capacity, it still packs a punch.",,,"https://paldeck.cc/items/DoubleBarrelShotgun_2","!give DoubleBarrelShotgun_2:9999","!giveme DoubleBarrelShotgun_2:9999"
,"Double-Barreled Shotgun +2","DoubleBarrelShotgun_3","DoubleBarrelShotgun_3","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponShotgun","3","2","58680","24","1","Wreaks havoc at close range. Can fire twice before reloading. Despite the limited load capacity, it still packs a punch.",,,"https://paldeck.cc/items/DoubleBarrelShotgun_3","!give DoubleBarrelShotgun_3:9999","!giveme DoubleBarrelShotgun_3:9999"
,"Double-Barreled Shotgun +3","DoubleBarrelShotgun_4","DoubleBarrelShotgun_4","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponShotgun","3","3","69240","24","1","Wreaks havoc at close range. Can fire twice before reloading. Despite the limited load capacity, it still packs a punch.",,,"https://paldeck.cc/items/DoubleBarrelShotgun_4","!give DoubleBarrelShotgun_4:9999","!giveme DoubleBarrelShotgun_4:9999"
,"Double-Barreled Shotgun +4","DoubleBarrelShotgun_5","DoubleBarrelShotgun_5","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponShotgun","3","4","80780","24","1","Wreaks havoc at close range. Can fire twice before reloading. Despite the limited load capacity, it still packs a punch.",,,"https://paldeck.cc/items/DoubleBarrelShotgun_5","!give DoubleBarrelShotgun_5:9999","!giveme DoubleBarrelShotgun_5:9999"
,"Drone Launcher","DroneLauncher","DroneLauncher","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponMelee","10","0","4041020","5","1","A launcher that fires drones which perform autonomous attacks. Capable of deploying up to 9 units, enabling sustained suppression.",,,"https://paldeck.cc/items/DroneLauncher","!give DroneLauncher:9999","!giveme DroneLauncher:9999"
,"Drone Launcher +1","DroneLauncher_2","DroneLauncher_2","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponMelee","10","1","5049360","5","1","A launcher that fires drones which perform autonomous attacks. Capable of deploying up to 9 units, enabling sustained suppression.",,,"https://paldeck.cc/items/DroneLauncher_2","!give DroneLauncher_2:9999","!giveme DroneLauncher_2:9999"
,"Drone Launcher +2","DroneLauncher_3","DroneLauncher_3","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponMelee","10","2","6069940","5","1","A launcher that fires drones which perform autonomous attacks. Capable of deploying up to 9 units, enabling sustained suppression.",,,"https://paldeck.cc/items/DroneLauncher_3","!give DroneLauncher_3:9999","!giveme DroneLauncher_3:9999"
,"Drone Launcher +3","DroneLauncher_4","DroneLauncher_4","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponMelee","10","3","7071070","5","1","A launcher that fires drones which perform autonomous attacks. Capable of deploying up to 9 units, enabling sustained suppression.",,,"https://paldeck.cc/items/DroneLauncher_4","!give DroneLauncher_4:9999","!giveme DroneLauncher_4:9999"
,"Drone Launcher +4","DroneLauncher_5","DroneLauncher_5","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponMelee","10","4","8094050","5","1","A launcher that fires drones which perform autonomous attacks. Capable of deploying up to 9 units, enabling sustained suppression.",,,"https://paldeck.cc/items/DroneLauncher_5","!give DroneLauncher_5:9999","!giveme DroneLauncher_5:9999"
,"Stewed Galeclaw","Eaglestew","Eaglestew","Food","EPalItemTypeA::Food","EPalItemTypeB::FoodDishMeat","2","1","360","0.5","9999","Slow-cooked dish that exudes a burst of rich, wild flavors. Eating it will make SAN decrease slightly slower for a period of time.",,,"https://paldeck.cc/items/Eaglestew","!give Eaglestew:9999","!giveme Eaglestew:9999"
,"Emerald","Eemerald","Eemerald","Materials","EPalItemTypeA::Material","EPalItemTypeB::MaterialJewelry","7","2","40000","5","9999","A gemstone that glows green. Can be sold to a merchant for a high price.",,,"https://paldeck.cc/items/Eemerald","!give Eemerald:9999","!giveme Eemerald:9999"
,"Egg","Egg","Egg","Food","EPalItemTypeA::Food","EPalItemTypeB::FoodMeat","1","0","200","0.5","9999","Delicious when fried, but can also be used to cook various meals. Chikipi produce them.",,,"https://paldeck.cc/items/Egg","!give Egg:9999","!giveme Egg:9999"
,"Stun Baton","ElecBaton","ElecBaton","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponMelee","2","0","12960","10","1","Close range weapon that sends out an electric jolt upon contact. Pals are easier to capture when electrocuted.",,,"https://paldeck.cc/items/ElecBaton","!give ElecBaton:9999","!giveme ElecBaton:9999"
,"Plasma Rifle","ElectricArcAssaultRifle","ElectricArcAssaultRifle","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponAssaultRifle","10","0","4134020","5","1","A rifle that releases an electrical discharge from the point of impact, which chains to multiple enemies.",,,"https://paldeck.cc/items/ElectricArcAssaultRifle","!give ElectricArcAssaultRifle:9999","!giveme ElectricArcAssaultRifle:9999"
,"Plasma Rifle +1","ElectricArcAssaultRifle_2","ElectricArcAssaultRifle_2","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponAssaultRifle","10","1","5172790","5","1","A rifle that releases an electrical discharge from the point of impact, which chains to multiple enemies.",,,"https://paldeck.cc/items/ElectricArcAssaultRifle_2","!give ElectricArcAssaultRifle_2:9999","!giveme ElectricArcAssaultRifle_2:9999"
,"Plasma Rifle +2","ElectricArcAssaultRifle_3","ElectricArcAssaultRifle_3","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponAssaultRifle","10","2","6209440","5","1","A rifle that releases an electrical discharge from the point of impact, which chains to multiple enemies.",,,"https://paldeck.cc/items/ElectricArcAssaultRifle_3","!give ElectricArcAssaultRifle_3:9999","!giveme ElectricArcAssaultRifle_3:9999"
,"Plasma Rifle +3","ElectricArcAssaultRifle_4","ElectricArcAssaultRifle_4","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponAssaultRifle","10","3","7243400","5","1","A rifle that releases an electrical discharge from the point of impact, which chains to multiple enemies.",,,"https://paldeck.cc/items/ElectricArcAssaultRifle_4","!give ElectricArcAssaultRifle_4:9999","!giveme ElectricArcAssaultRifle_4:9999"
,"Plasma Rifle +4","ElectricArcAssaultRifle_5","ElectricArcAssaultRifle_5","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponAssaultRifle","10","4","8280050","5","1","A rifle that releases an electrical discharge from the point of impact, which chains to multiple enemies.",,,"https://paldeck.cc/items/ElectricArcAssaultRifle_5","!give ElectricArcAssaultRifle_5:9999","!giveme ElectricArcAssaultRifle_5:9999"
,"Plasma Rifle Ammo","ElectricArcAssaultRifleBullet","ElectricArcAssaultRifleBullet","Ammo","EPalItemTypeA::Ammo","EPalItemTypeB::ConsumeBullet","10","0","3910","0.025","9999","Ammo for the Plasma Rifle. Can be crafted at Ancient Workbench.",,,"https://paldeck.cc/items/ElectricArcAssaultRifleBullet","!give ElectricArcAssaultRifleBullet:9999","!giveme ElectricArcAssaultRifleBullet:9999"
,"Electric Organ","ElectricOrgan","ElectricOrgan","Materials","EPalItemTypeA::Material","EPalItemTypeB::MaterialMonster","1","0","300","0.5","9999","Material obtainable from Electric Pals. It stores electricity, but requires caution when used.",,,"https://paldeck.cc/items/ElectricOrgan","!give ElectricOrgan:9999","!giveme ElectricOrgan:9999"
,"en Text +32","ElectronicCircuit","ElectronicCircuit","Materials","EPalItemTypeA::Material","EPalItemTypeB::MaterialProccessing","2","0","1","0.5","9999","en Text",,,"https://paldeck.cc/items/ElectronicCircuit","!give ElectronicCircuit:9999","!giveme ElectronicCircuit:9999"
,"Might Remedy","Elixir_attack_01","Elixir_attack_01","Food","EPalItemTypeA::Consume","EPalItemTypeB::ConsumeGainStatusPoints","3","3","120000","1","9999","Extremely valuable potion that permanently raises Attack by a slight amount when consumed. Ineffective when used by Pals.",,,"https://paldeck.cc/items/Elixir_attack_01","!give Elixir_attack_01:9999","!giveme Elixir_attack_01:9999"
,"Might Elixir","Elixir_attack_02","Elixir_attack_02","Food","EPalItemTypeA::Consume","EPalItemTypeB::ConsumeGainStatusPoints","4","4","264000","1","9999","Extremely valuable elixir that permanently raises Attack when consumed. Ineffective when used by Pals.",,,"https://paldeck.cc/items/Elixir_attack_02","!give Elixir_attack_02:9999","!giveme Elixir_attack_02:9999"
,"Vital Remedy","Elixir_hp_01","Elixir_hp_01","Food","EPalItemTypeA::Consume","EPalItemTypeB::ConsumeGainStatusPoints","3","3","120000","1","9999","Extremely valuable potion that permanently raises Health by a slight amount when consumed. Ineffective when used by Pals.",,,"https://paldeck.cc/items/Elixir_hp_01","!give Elixir_hp_01:9999","!giveme Elixir_hp_01:9999"
,"Vital Elixir","Elixir_hp_02","Elixir_hp_02","Food","EPalItemTypeA::Consume","EPalItemTypeB::ConsumeGainStatusPoints","4","4","264000","1","9999","Extremely valuable elixir that permanently raises Health when consumed. Ineffective when used by Pals.",,,"https://paldeck.cc/items/Elixir_hp_02","!give Elixir_hp_02:9999","!giveme Elixir_hp_02:9999"
,"Life Crystal","Elixir_hp_Yakushima","Elixir_hp_Yakushima","Consumables","EPalItemTypeA::Consume","EPalItemTypeB::ConsumeGainStatusPoints","1","3","10","1","9999","[Tides of Terraria] Grants a permanent HP boost upon use. No effect if HP is maxed or used on a Pal.",,,"https://paldeck.cc/items/Elixir_hp_Yakushima","!give Elixir_hp_Yakushima:9999","!giveme Elixir_hp_Yakushima:9999"
,"Stamina Remedy","Elixir_stamina_01","Elixir_stamina_01","Food","EPalItemTypeA::Consume","EPalItemTypeB::ConsumeGainStatusPoints","3","3","120000","1","9999","Extremely valuable potion that permanently raises Stamina by a slight amount when consumed. Ineffective when used by Pals.",,,"https://paldeck.cc/items/Elixir_stamina_01","!give Elixir_stamina_01:9999","!giveme Elixir_stamina_01:9999"
,"Stamina Elixir","Elixir_stamina_02","Elixir_stamina_02","Food","EPalItemTypeA::Consume","EPalItemTypeB::ConsumeGainStatusPoints","4","4","264000","1","9999","Extremely valuable elixir that permanently raises Stamina when consumed. Ineffective when used by Pals.",,,"https://paldeck.cc/items/Elixir_stamina_02","!give Elixir_stamina_02:9999","!giveme Elixir_stamina_02:9999"
,"Burden Remedy","Elixir_weight_01","Elixir_weight_01","Food","EPalItemTypeA::Consume","EPalItemTypeB::ConsumeGainStatusPoints","3","3","120000","1","9999","Extremely valuable potion that permanently raises carrying capacity by a slight amount when consumed. Ineffective when used by Pals.",,,"https://paldeck.cc/items/Elixir_weight_01","!give Elixir_weight_01:9999","!giveme Elixir_weight_01:9999"
,"Burden Elixir","Elixir_weight_02","Elixir_weight_02","Food","EPalItemTypeA::Consume","EPalItemTypeB::ConsumeGainStatusPoints","4","4","264000","1","9999","Extremely valuable elixir that permanently raises carrying capacity when consumed. Ineffective when used by Pals.",,,"https://paldeck.cc/items/Elixir_weight_02","!give Elixir_weight_02:9999","!giveme Elixir_weight_02:9999"
